Ticker,Company Name,Theme,Sub Theme,Assignment,Market Cap,1W Price Change %,1M Price Change %,3M Price Change %,Sub Market Cap
ACI,"Albertsons Companies, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary,6119.9567,0.0336,0.1432,-0.2104,3671.974
ACI,"Albertsons Companies, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary,6119.9567,0.0336,0.1432,-0.2104,2447.9827
ACIW,"Aci Worldwide, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary,5291.0642,0.0054,-0.0693,0.2268,5291.0642
ACLS,Axcelis Technologies Inc,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary,3813.555,-0.1431,-0.0791,-0.2131,3813.555
ACM,Aecom,Business Services & Consulting,Consulting,Primary,8363.9804,0.0445,-0.0789,-0.0938,8363.9804
ACN,Accenture Plc,Business Services & Consulting,Consulting,Primary,114145.5608,0.0974,0.269,0.0532,114145.5608
ADBE,Adobe Inc.,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary,109817.3206,0.0875,0.2273,0.1287,65890.3924
ADBE,Adobe Inc.,E-commerce,E-commerce - Platforms,Secondary,109817.3206,0.0875,0.2273,0.1287,43926.9282
ADC,Agree Realty Corp,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary,9276.2092,0.0005,-0.0719,-0.0013,9276.2092
ADI,Analog Devices Inc,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary,180792.1032,-0.049,-0.0019,-0.0627,108475.2619
ADI,Analog Devices Inc,Hardware,Hardware - Industrial & IoT,Secondary,180792.1032,-0.049,-0.0019,-0.0627,72316.8413
ADM,Archer-Daniels-Midland Co,Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary,37669.9628,-0.0324,-0.0845,0.0147,22601.9777
ADM,Archer-Daniels-Midland Co,Agriculture & FoodTech,Agriculture - Alternative Proteins,Secondary,37669.9628,-0.0324,-0.0845,0.0147,15067.9851
ADP,"Automatic Data Processing, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary,112429.3311,0.0637,0.1316,0.2656,67457.5987
ADP,"Automatic Data Processing, Inc.",Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Secondary,112429.3311,0.0637,0.1316,0.2656,44971.7324
ADSK,"Autodesk, Inc.",Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Primary,53719.5744,0.0529,0.213,0.0557,32231.7446
ADSK,"Autodesk, Inc.",Software,Software - Vertical SaaS Platforms,Secondary,53719.5744,0.0529,0.213,0.0557,21487.8298
ADT,Adt Inc.,Smart Home & IoT,Smart Home - Automation & Control Systems,Primary,5420.7497,0.0334,0.054,0.0734,3252.4498
ADT,Adt Inc.,Smart Home & IoT,Smart Home - Connected Devices & Appliances,Secondary,5420.7497,0.0334,0.054,0.0734,2168.2999
ADTN,"Adtran Holdings, Inc.",Hardware,Hardware - Communications & Telecom,Primary,628.2217,-0.1097,-0.2173,-0.508,628.2217
AEE,Ameren Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary,29666.5238,-0.0211,-0.0582,-0.0303,29666.5238
AEIS,Advanced Energy Industries Inc,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary,11000.6554,-0.2121,-0.0965,-0.1545,6600.3932
AEIS,Advanced Energy Industries Inc,Hardware,Hardware - Industrial & IoT,Secondary,11000.6554,-0.2121,-0.0965,-0.1545,4400.2622
AEM,Agnico Eagle Mines Ltd,Commodities - Metals,Comm Metals - Gold,Primary,110331.8399,0.1542,0.5013,0.2417,66199.1039
AEM,Agnico Eagle Mines Ltd,Commodities - Metals,Comm Metals - Precious Metals,Secondary,110331.8399,0.1542,0.5013,0.2417,44132.736
AEP,American Electric Power Co Inc,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary,66405.5908,-0.036,-0.0932,-0.066,39843.3545
AEP,American Electric Power Co Inc,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Secondary,66405.5908,-0.036,-0.0932,-0.066,26562.2363
AES,Aes Corp,Energy - Renewable,Energy Clean - Wind,Primary,10523.2198,-0.0007,0.0059,0.0168,6313.9319
AES,Aes Corp,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary,10523.2198,-0.0007,0.0059,0.0168,4209.2879
AEVA,"Aeva Technologies, Inc.",Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary,1147.3567,-0.3069,0.1084,-0.3499,1147.3567
AFG,"American Financial Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,11977.1768,-0.0147,0.0047,0.0633,11977.1768
AFL,Aflac Inc,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,59258.7763,-0.0181,-0.0542,0.0079,59258.7763
AFRM,"Affirm Holdings, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary,25747.0008,0.0317,0.0947,0.1788,25747.0008
AG,First Majestic Silver Corp,Commodities - Metals,Comm Metals - Precious Metals,Primary,10267.2399,0.0644,0.2782,0.0718,10267.2399
AGCO,Agco Corp /De,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary,7712.5941,0.1041,-0.0887,-0.0211,4627.5565
AGCO,Agco Corp /De,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary,7712.5941,0.1041,-0.0887,-0.0211,3085.0376
AGRO,Adecoagro S.A.,Commodities - Agriculture,"Comm Agri - Grains, Oilseeds & Softs",Primary,1624.9077,0.216,0.0643,-0.121,974.9446
AGRO,Adecoagro S.A.,Commodities - Agriculture,Comm Agri - Softs & Plantation Crops,Secondary,1624.9077,0.216,0.0643,-0.121,649.9631
AHR,"American Healthcare REIT, Inc.",Real Estate & REITs,Real Estate - Healthcare & Senior Living,Primary,12249.3509,0.0276,-0.0218,0.125,12249.3509
AI,"C3.Ai, Inc.",Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Primary,1571.5921,0.0423,0.2405,0.0883,942.9553
AI,"C3.Ai, Inc.",Artificial Intelligence,"AI - Apps, Domain-Specific AI",Secondary,1571.5921,0.0423,0.2405,0.0883,628.6368
AIG,"American International Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,40461.472,0.0207,-0.0212,0.011,40461.472
AIOT,"Powerfleet, Inc.",Electric Vehicles & Mobility,EVs - Autonomous Driving & Fleet,Primary,404.02,0.0451,-0.193,-0.1173,404.02
AIT,"Applied Industrial Technologies, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary,12431.7375,-0.0558,-0.0226,0.1046,12431.7375
AIZ,"Assurant, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,14195.8733,0.0238,0.0393,0.1333,14195.8733
AJG,Arthur J. Gallagher & Co.,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,69722.1861,0.0969,0.0978,0.3328,69722.1861
AKAM,Akamai Technologies Inc,Telecommunications,Telecom - Cloud & Edge Connectivity,Primary,15185.0974,-0.1408,-0.0842,-0.2823,9111.0584
AKAM,Akamai Technologies Inc,Cloud Computing,Cloud - Data Centers & Infrastructure,Secondary,15185.0974,-0.1408,-0.0842,-0.2823,6074.039
ALB,Albemarle Corp,Energy - Renewable,Energy Clean - Materials & Critical Metals,Primary,16698.895,0.0561,0.2321,-0.1731,10019.337
ALB,Albemarle Corp,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Secondary,16698.895,0.0561,0.2321,-0.1731,6679.558
ALGM,"Allegro Microsystems, Inc.",Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary,6641.5051,-0.1948,-0.2259,-0.2246,3984.9031
ALGM,"Allegro Microsystems, Inc.",Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Secondary,6641.5051,-0.1948,-0.2259,-0.2246,2656.602
ALGN,"Align Technology, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary,11340.8019,-0.0673,-0.0442,-0.0243,11340.8019
ALGT,Allegiant Travel Co,Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary,2231.5809,-0.0317,-0.1677,0.0164,2231.5809
ALK,"Alaska Air Group, Inc.",Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary,4638.2258,-0.0563,-0.0991,0.0053,4638.2258
ALL,Allstate Corp,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,65791.1106,0.0081,0.0008,0.2076,65791.1106
ALLE,Allegion Plc,Smart Home & IoT,Smart Home - Automation & Control Systems,Primary,13829.5329,0.0033,0.0604,0.252,8297.7197
ALLE,Allegion Plc,Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary,13829.5329,0.0033,0.0604,0.252,5531.8132
ALLY,Ally Financial Inc.,FinTech & Digital Finance,FinTech - Digital Banking & Neobanks,Primary,12913.2772,-0.0266,-0.0041,0.0093,12913.2772
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Primary,31580.2892,0.0508,-0.1316,-0.2066,31580.2892
ALRM,"Alarm.Com Holdings, Inc.",Smart Home & IoT,Smart Home - Automation & Control Systems,Primary,2826.6154,0.0469,0.112,0.3146,1695.9692
ALRM,"Alarm.Com Holdings, Inc.",Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary,2826.6154,0.0469,0.112,0.3146,1130.6462
ALT,"Altimmune, Inc.",Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary,604.95,0.0367,0.1227,0.0724,604.95
ALV,"Autoliv, Inc.",Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary,9021.3604,0.02,0.0484,0.0037,9021.3604
AM,Antero Midstream Corp,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary,10509.2821,-0.0005,-0.0166,0.0091,6305.5693
AM,Antero Midstream Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary,10509.2821,-0.0005,-0.0166,0.0091,4203.7128
AMAT,Applied Materials Inc /De,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary,384427.2184,-0.0945,-0.0961,0.1216,230656.331
AMAT,Applied Materials Inc /De,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary,384427.2184,-0.0945,-0.0961,0.1216,153770.8874
AMBA,Ambarella Inc,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Primary,3070.773,-0.1087,0.0285,-0.2005,1842.4638
AMBA,Ambarella Inc,Industrial Automation & Robotics,Robotics - Sensors & Vision Systems,Secondary,3070.773,-0.1087,0.0285,-0.2005,1228.3092
AMCR,Amcor Plc,Industrials & Construction,Industrials - Packaging & Containers,Primary,22150.9819,0.0523,0.0757,0.2691,22150.9819
AMD,Advanced Micro Devices Inc,Semiconductors,Semis - Emerging Technologies,Primary,745624.8051,-0.0973,-0.1249,-0.023,447374.8831
AMD,Advanced Micro Devices Inc,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Secondary,745624.8051,-0.0973,-0.1249,-0.023,298249.922
AME,Ametek Inc/,Hardware,Hardware - Industrial & IoT,Primary,55556.8777,-0.0466,0.0015,0.0809,33334.1266
AME,Ametek Inc/,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Secondary,55556.8777,-0.0466,0.0015,0.0809,22222.7511
AMG,"Affiliated Managers Group, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary,9282.1644,-0.0335,0.0018,0.1887,9282.1644
AMGN,Amgen Inc,Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary,239954.1071,0.0645,0.1872,0.3157,143972.4643
AMGN,Amgen Inc,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Secondary,239954.1071,0.0645,0.1872,0.3157,95981.6428
AMH,American Homes 4 Rent,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary,12525.1613,0.0351,0.0432,0.0895,12525.1613
AMKR,"Amkor Technology, Inc.",Semiconductors,"Semis - Testing, Packaging & Assembly",Primary,11900.8738,-0.2186,-0.2626,-0.2707,11900.8738
AMP,"Ameriprise Financial, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary,49566.4196,-0.0009,0.0643,0.2445,49566.4196
AMR,"Alpha Metallurgical Resources, Inc.",Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary,2661.7118,0.2421,0.4687,0.1975,2661.7118
AMSC,American Superconductor Corp /De/,Energy - Renewable,Energy Clean - Wind,Primary,1400.9468,-0.0999,-0.0524,-0.4421,1400.9468
AMT,American Tower Corp /Ma/,Telecommunications,Telecom - Infrastructure & Equipment,Primary,83122.6127,0.0358,0.0703,-0.0204,49873.5676
AMT,American Tower Corp /Ma/,Real Estate & REITs,Real Estate - Digital Infrastructure,Secondary,83122.6127,0.0358,0.0703,-0.0204,33249.0451
AMTX,"Aemetis, Inc",Commodities - Energy,Comm Energy - Biofuels & Renewable Fuels,Primary,136.4005,0.05,0.1217,-0.2948,81.8403
AMTX,"Aemetis, Inc",Energy - Renewable,Energy Clean - Fuels & Bioenergy,Secondary,136.4005,0.05,0.1217,-0.2948,54.5602
AMWL,American Well Corp,Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary,202.7444,-0.034,0.1027,0.4975,202.7444
AMZN,Amazon Com Inc,Cloud Computing,Cloud - Hyperscalers & Platforms,Primary,2826769.2768,0.0029,0.1291,-0.016,1696061.5661
AMZN,Amazon Com Inc,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary,2826769.2768,0.0029,0.1291,-0.016,1130707.7107
AN,"Autonation, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary,6451.1552,-0.048,-0.0627,0.0271,6451.1552
ANDE,"Andersons, Inc.",Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary,2234.2336,-0.0453,-0.1538,-0.0691,1340.5402
ANDE,"Andersons, Inc.",Commodities - Agriculture,"Comm Agri - Grains, Oilseeds & Softs",Secondary,2234.2336,-0.0453,-0.1538,-0.0691,893.6934
ANET,"Arista Networks, Inc.",Hardware,Hardware - Communications & Telecom,Primary,237299.4098,-0.0676,0.0814,0.2215,142379.6459
ANET,"Arista Networks, Inc.",Hardware,Hardware - Networking Equipment,Secondary,237299.4098,-0.0676,0.0814,0.2215,94919.7639
ANF,Abercrombie & Fitch Co /De/,Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary,4992.347,0.0685,0.1977,0.4543,4992.347
AON,Aon Plc,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,76174.2446,0.0342,-0.0049,0.1082,76174.2446
AOS,Smith A O Corp,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary,8524.1859,0.0215,0.0382,0.1016,8524.1859
APA,Apa Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary,15051.1005,0.0332,0.1884,0.115,15051.1005
APD,"Air Products & Chemicals, Inc.",Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary,68195.2145,0.0179,0.0281,0.0645,68195.2145
APG,APi Group Corp,Industrials & Construction,Industrials - Engineering & Construction,Primary,17597.5678,-0.0894,0.0291,-0.0219,10558.5407
APG,APi Group Corp,Industrials & Construction,Industrials - Building Products & HVAC,Secondary,17597.5678,-0.0894,0.0291,-0.0219,7039.0271
APH,Amphenol Corp /De/,Hardware,Hardware - Communications & Telecom,Primary,191790.5805,-0.0897,0.0189,0.1797,191790.5805
APO,"Apollo Global Management, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary,78418.2221,-0.0088,0.0876,0.0377,78418.2221
APP,Applovin Corp,Artificial Intelligence,"AI - Ads, Search & Recommendations",Primary,100308.1803,-0.0429,-0.2383,-0.3801,60184.9082
APP,Applovin Corp,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Secondary,100308.1803,-0.0429,-0.2383,-0.3801,40123.2721
APPF,Appfolio Inc,Software,Software - Vertical SaaS Platforms,Primary,7972.3651,0.1487,0.3638,0.3649,7972.3651
APTV,Aptiv Plc,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary,9829.3619,-0.054,-0.1629,-0.1747,5897.6171
APTV,Aptiv Plc,Transportation & Logistics,Transportation - Infrastructure & Equipment,Secondary,9829.3619,-0.054,-0.1629,-0.1747,3931.7448
AR,Antero Resources Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Primary,11651.9386,0.0412,0.0743,0.0313,11651.9386
ARAY,Accuray Inc,Industrial Automation & Robotics,Robotics - Medical & Surgical Robotics,Primary,32.4381,-0.177,0.1317,-0.1239,32.4381
ARCB,Arcbest Corp /De/,Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary,3005.1395,-0.0783,-0.1279,0.0803,3005.1395
ARCT,Arcturus Therapeutics Holdings Inc.,Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Primary,407.5868,0.7617,1.5931,1.0398,407.5868
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary,9300.0289,0.1513,0.0609,0.1319,9300.0289
AREC,American Resources Corp,Commodities - Metals,Comm Metals - Rare Earth & Strategic Materials,Primary,268.4979,-0.1492,0.4649,0.18,268.4979
ARES,Ares Management Corp,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary,31574.8204,-0.0094,0.1067,0.1367,31574.8204
ARLO,"Arlo Technologies, Inc.",Smart Home & IoT,Smart Home - Connected Devices & Appliances,Primary,1408.6582,-0.0452,0.0171,-0.0053,845.1949
ARLO,"Arlo Technologies, Inc.",Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary,1408.6582,-0.0452,0.0171,-0.0053,563.4633
ARLP,Alliance Resource Partners Lp,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary,3394.0191,0.0174,0.0935,0.086,3394.0191
ARM,Arm Holdings Plc /Uk,Semiconductors,Semis - EDA Tools & Design Software,Primary,255016.697,-0.1203,-0.0817,-0.221,153010.0182
ARM,Arm Holdings Plc /Uk,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Secondary,255016.697,-0.1203,-0.0817,-0.221,102006.6788
ARMK,Aramark,Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary,15587.887,-0.0389,0.0388,0.1588,15587.887
ARQQ,Arqit Quantum Inc.,Semiconductors,Semis - Emerging Technologies,Primary,350.3105,-0.1733,0.209,0.1509,350.3105
ARW,"Arrow Electronics, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary,10274.7504,-0.084,-0.0491,-0.0713,6164.8502
ARW,"Arrow Electronics, Inc.",Hardware,Hardware - Data Center Infrastructure & Servers,Secondary,10274.7504,-0.084,-0.0491,-0.0713,4109.9002
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary,12251.0004,-0.0222,0.0132,0.1572,12251.0004
ASAN,"Asana, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary,2249.776,0.1053,0.4227,0.4743,2249.776
ASB,Associated Banc-Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary,5835.4544,-0.0362,0.0029,0.1128,5835.4544
ASH,Ashland Inc.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary,3375.4293,-0.0062,0.1101,0.2978,3375.4293
ASML,Asml Holding Nv,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary,668383.9349,-0.0759,-0.0084,0.067,401030.3609
ASML,Asml Holding Nv,Hardware,Hardware - Next-Gen & Specialty,Secondary,668383.9349,-0.0759,-0.0084,0.067,267353.574
ASPN,Aspen Aerogels Inc,Nanotechnology,NanoTech - Energy & Environment,Primary,415.7738,-0.1392,0.0728,-0.1347,415.7738
ASTS,"Ast Spacemobile, Inc.",Telecommunications,Telecom - Satellite & Space Communication,Primary,18691.8627,-0.1236,0.1094,-0.411,11215.1176
ASTS,"Ast Spacemobile, Inc.",Space Tech,"Space - Infrastructure, Exploration & Launch",Secondary,18691.8627,-0.1236,0.1094,-0.411,7476.7451
ASX,"Ase Technology Holding Co., Ltd.",Semiconductors,"Semis - Testing, Packaging & Assembly",Primary,94356.8381,-0.092,-0.0163,0.0516,94356.8381
ATAI,Atai Life Sciences N.V.,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary,2736.9813,0.0193,0.0279,0.7083,2736.9813
ATI,Ati Inc,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary,28569.9077,-0.0948,0.0607,0.2928,28569.9077
ATLX,Atlas Lithium Corp,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Primary,100.8343,0.0772,0.2007,-0.2005,100.8343
ATO,Atmos Energy Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary,28359.6602,-0.0122,-0.0636,-0.0508,17015.7961
ATO,Atmos Energy Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary,28359.6602,-0.0122,-0.0636,-0.0508,11343.8641
ATOM,Atomera Inc,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary,176.3887,-0.1661,-0.1274,-0.5108,176.3887
ATR,"Aptargroup, Inc.",Industrials & Construction,Industrials - Packaging & Containers,Primary,8567.5571,0.0228,0.0217,0.1634,5140.5343
ATR,"Aptargroup, Inc.",Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Secondary,8567.5571,0.0228,0.0217,0.1634,3427.0228
AU,Anglogold Ashanti Plc,Commodities - Metals,Comm Metals - Gold,Primary,60930.0229,0.2171,0.5216,0.3538,60930.0229
AUID,Authid Inc.,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary,7.6562,0.1447,-0.3878,-0.6086,7.6562
AUR,"Aurora Innovation, Inc.",Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary,11403.6436,-0.1836,-0.0437,-0.1952,6842.1862
AUR,"Aurora Innovation, Inc.",Transportation & Logistics,Transportation - Urban Mobility & Emerging Transport Tech,Secondary,11403.6436,-0.1836,-0.0437,-0.1952,4561.4574
AVAV,Aerovironment Inc,Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Primary,7531.9114,-0.1818,-0.0088,-0.1494,7531.9114
AVGO,Broadcom Inc.,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Primary,1706829.5183,-0.0858,-0.0606,-0.1324,1024097.711
AVGO,Broadcom Inc.,Semiconductors,Semis - Wireless & Connectivity,Secondary,1706829.5183,-0.0858,-0.0606,-0.1324,682731.8073
AVNT,Avient Corp,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary,4074.1822,-0.0214,0.1814,0.3044,4074.1822
AVT,"Avnet, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary,7079.6153,-0.1254,-0.0353,0.0079,4247.7692
AVT,"Avnet, Inc.",Hardware,Hardware - Data Center Infrastructure & Servers,Secondary,7079.6153,-0.1254,-0.0353,0.0079,2831.8461
AVTR,"Avantor, Inc.",Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary,9644.8772,0.0563,0.2465,0.7562,5786.9263
AVTR,"Avantor, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary,9644.8772,0.0563,0.2465,0.7562,3857.9509
AVY,Avery Dennison Corp,Industrials & Construction,Industrials - Packaging & Containers,Primary,13921.524,0.04,0.1416,0.1579,8352.9144
AVY,Avery Dennison Corp,Industrial Automation & Robotics,"Automation - Industrial IoT, Connectivity",Secondary,13921.524,0.04,0.1416,0.1579,5568.6096
AWK,"American Water Works Company, Inc.",Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary,27804.1736,0.0414,0.0459,0.1249,27804.1736
AWR,American States Water Co,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary,3610.8055,0.0368,0.0608,0.196,3610.8055
AWRE,Aware Inc /Ma/,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary,27.2658,0.0684,0.1468,0.0,27.2658
AXON,"Axon Enterprise, Inc.",Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary,48546.669,-0.0111,0.1896,0.5482,29128.0014
AXON,"Axon Enterprise, Inc.",Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary,48546.669,-0.0111,0.1896,0.5482,19418.6676
AXP,American Express Co,FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary,227802.2569,0.0033,0.0342,0.0849,227802.2569
AXTA,Axalta Coating Systems Ltd.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary,7717.5614,-0.0014,0.1007,0.2341,7717.5614
